LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID576421,576421,7,0.6307672262191772,1076.9457039991757,526.0594320874816,0.0,1.0,1,7.5,1,,176.6606334841629,176.0,158.0,206.0,39042.0,8.384928988508387,0.014241973022791204,0.5916964582123182
ID576422,576422,8,0.9212343692779541,410.9455258126576,558.8666240218045,0.0,1.0,1,7.5,1,,174.41176470588235,174.0,150.0,199.0,38545.0,8.789851951324506,0.02613343401176315,1.0106874071492933
ID576423,576423,9,1.3050734996795654,600.0841162131466,589.0460781278061,0.0,1.0,1,7.5,1,,180.7737556561086,178.0,153.0,217.0,39951.0,13.430407795677931,0.031480249771813164,0.8215867555525057
ID576412,576412,11,0.4685417413711548,119.81864848204802,32.40478907983597,0.0,1.0,1,7.5,1,,146.81447963800906,146.0,128.0,169.0,32446.0,7.30174128209976,0.010570963703656313,0.4206493391558256
ID576413,576413,12,0.4723127782344818,596.029607139082,103.0524987745515,0.0,1.0,1,7.5,1,,165.0950226244344,164.0,147.0,199.0,36486.0,7.625616077909221,0.0106829764261859,0.45768466231206034
ID576414,576414,13,0.664463996887207,304.482143758482,162.56256635088795,0.0,1.0,1,7.5,1,,163.33031674208144,162.0,141.0,197.0,36096.0,8.790720023728547,0.017136134524820094,0.6260458358704648
ID576415,576415,14,0.9494031667709351,1571.1461118845612,261.9991828066524,0.0,1.0,1,7.5,1,,168.28054298642533,166.0,148.0,215.0,37190.0,11.81189814913944,0.019312532761414633,0.5398536926127955
ID576395,576395,,0.4202475845813751,1295.9674043716989,22.98959387189086,0.0,2.0,2,7.5,1,,161.87782805429865,162.0,144.0,183.0,35775.0,7.0761126196990345,0.009282047878863072,0.4207788321033863
ID576396,576396,12,0.5188954472541809,595.6878869916864,102.2136119617041,0.0,2.0,2,7.5,1,,165.41176470588235,164.0,148.0,193.0,36556.0,7.268715471039602,0.012155259345026134,0.5465826159932106
ID576397,576397,16,0.4712551236152649,389.764608059623,132.23021019792668,0.0,2.0,2,7.5,1,,162.4343891402715,162.0,145.0,181.0,35898.0,7.2086749010965665,0.011702545698407363,0.5212907733051534
ID576398,576398,13,0.5880413055419922,304.03105722679135,159.36950156252234,0.0,2.0,2,7.5,1,,161.420814479638,160.0,144.0,192.0,35674.0,8.530124227325626,0.012421653156690457,0.46435716107849256
ID576399,576399,14,1.3745050430297852,1570.5882061405366,261.20479280670537,0.0,2.0,2,7.5,1,,171.92307692307693,167.0,144.0,263.0,37995.0,18.437078785042768,0.02936635456301127,0.5320496090410238
ID576408,576408,10,1.0364344120025635,838.6307809995012,611.1730686623483,0.0,2.0,2,7.5,1,,180.18099547511312,178.0,154.0,213.0,39820.0,11.147107284973384,0.024195514205095164,0.7637105384961126
ID576409,576409,0,0.5323019027709961,804.3851248562548,721.30048067727,0.0,2.0,2,7.5,1,,175.6787330316742,175.0,156.0,209.0,38825.0,8.28475874593847,0.010306510305623146,0.432641136234146
ID576410,576410,1,0.7692891359329224,618.1036808019884,944.3308000963916,0.0,2.0,2,7.5,1,,176.45701357466064,175.0,156.0,204.0,38997.0,10.068592397098303,0.019856941578682844,0.6824538096285
ID576411,576411,2,0.45456361770629883,0.0,997.0,0.0,2.0,2,7.5,1,,121.17194570135747,144.0,0.0,164.0,26779.0,49.6000121913176,0.1437129933412281,0.6139447277476328
ID576400,576400,15,0.49476197361946106,441.5571748288948,305.53928531157925,0.0,2.0,2,7.5,1,,167.579185520362,167.0,152.0,194.0,37035.0,7.952090706621431,0.011370266009607657,0.4738372395621329
ID576401,576401,3,0.6999897360801697,1025.2291742981972,394.82798264331115,0.0,2.0,2,7.5,1,,175.7601809954751,174.0,158.0,213.0,38843.0,9.829521766032665,0.01374292116037359,0.48480748750030495
ID576402,576402,4,1.1232502460479736,643.1941589408731,398.410414636706,0.0,2.0,2,7.5,1,,180.16289592760182,179.0,160.0,215.0,39816.0,10.086925774262612,0.03378728248044658,1.1675046049497773
ID576403,576403,5,0.8577765822410583,1058.0819122251137,444.64996008357787,0.0,2.0,2,7.5,1,,177.19004524886878,177.0,157.0,208.0,39159.0,9.254487388079635,0.02038041386204523,0.7648351378270603
ID576404,576404,6,0.7549263834953308,1408.73021022091,473.11376517963527,0.0,2.0,2,7.5,1,,175.38009049773757,173.0,153.0,220.0,38759.0,11.06757598454111,0.017957859764545284,0.5590910615000807
ID576405,576405,7,0.5613954663276672,1076.1165490208996,526.6583308490398,0.0,2.0,2,7.5,1,,176.0316742081448,175.0,161.0,204.0,38903.0,8.304647735001655,0.010396554197196338,0.4362115546196829
ID576406,576406,8,0.890658438205719,411.8535770245207,558.8761856963341,0.0,2.0,2,7.5,1,,174.67420814479638,175.0,153.0,206.0,38603.0,9.051002703474188,0.024237210919242334,0.9133646026070144
ID576407,576407,9,1.5886003971099854,598.6791767408301,589.6637239315628,0.0,2.0,2,7.5,1,,183.9683257918552,179.0,157.0,237.0,40657.0,15.636899582331617,0.039749656789408776,0.8995535090377479
ID576456,576456,10,1.376049280166626,837.8730665574805,609.4625193785031,0.0,3.0,3,7.5,1,,183.31221719457014,181.0,156.0,224.0,40512.0,13.848770377574825,0.03335765236423592,0.8545844970078806
ID576457,576457,0,0.41755273938179016,803.3667808388122,722.5901857421452,0.0,3.0,3,7.5,1,,174.50678733031674,174.0,157.0,202.0,38566.0,7.815846321592298,0.005849013936568669,0.2596666463921151
ID576458,576458,1,0.8009393811225891,617.7897094267224,939.3648318280171,0.0,3.0,3,7.5,1,,177.18552036199094,176.0,152.0,202.0,39158.0,9.566369517780497,0.022988795793457344,0.832446663821803
ID576459,576459,2,0.4304889440536499,0.0,995.0,0.0,3.0,3,7.5,1,,121.37556561085972,145.0,0.0,163.0,26824.0,49.336867463955436,0.14385620775676428,0.6187950985540394
ID576448,576448,15,0.5027288794517517,444.43015408110307,299.4874684615318,0.0,3.0,3,7.5,1,,167.82805429864254,168.0,153.0,192.0,37090.0,7.072824452967338,0.013185705908811685,0.6176124005198042
ID576449,576449,3,0.7587742209434509,1026.219649233726,395.0846539421133,0.0,3.0,3,7.5,1,,176.2760180995475,174.0,156.0,219.0,38957.0,10.342797866571784,0.015299913669405639,0.5136648182433974
ID576450,576450,4,1.1962872743606567,643.4660322867375,398.3649179606901,0.0,3.0,3,7.5,1,,181.4162895927602,180.0,157.0,221.0,40093.0,10.853089496767527,0.03711459665606778,1.196384809579732
ID576451,576451,5,0.8829614520072937,1054.9258855059563,443.51010944304926,0.0,3.0,3,7.5,1,,177.3393665158371,176.0,159.0,206.0,39192.0,9.302870405347583,0.02109427065646587,0.7876202112186229
ID576452,576452,6,0.8140219449996948,1409.528805610536,470.2775057376108,0.0,3.0,3,7.5,1,,176.41176470588235,174.0,157.0,218.0,38987.0,11.226901420606728,0.021034004746177132,0.6474099834157897
ID576453,576453,7,0.6232053637504578,1075.3334761548087,527.389838388611,0.0,3.0,3,7.5,1,,177.0,176.0,157.0,206.0,39117.0,8.441779217892183,0.01467227901383043,0.6063746737218326
ID576454,576454,8,0.9467212557792664,414.483300392795,558.9818766067123,0.0,3.0,3,7.5,1,,174.31674208144796,173.0,157.0,205.0,38524.0,9.189378269180391,0.02635744154194358,0.9742885161054663
ID576455,576455,9,1.4976454973220825,597.0250426140445,591.284652071059,0.0,3.0,3,7.5,1,,183.89592760180994,182.0,155.0,226.0,40641.0,13.871915109123703,0.03970214885057114,1.0124434074120088
ID576444,576444,12,0.4702078104019165,596.0845375995568,102.17948083801929,0.0,3.0,3,7.5,1,,164.80090497737555,164.0,149.0,189.0,36421.0,7.13226975825831,0.00895389889520409,0.41011220139487636
ID576445,576445,16,0.4119247496128082,385.54741554151116,128.53640539728937,0.0,3.0,3,7.5,1,,162.7285067873303,162.0,143.0,181.0,35963.0,6.560110312002043,0.01330141735994573,0.6512410428861805
ID576446,576446,13,0.5213209390640259,303.3799113333209,156.08027375067323,0.0,3.0,3,7.5,1,,161.01357466063348,160.0,140.0,187.0,35584.0,8.279481559312234,0.011197668756192014,0.4307059792977245
ID576447,576447,14,1.329232931137085,1570.8215812755445,259.9426546836753,0.0,3.0,3,7.5,1,,172.34389140271495,168.0,149.0,262.0,38088.0,16.620341350475776,0.030474491041381415,0.6133172320238471
ID576428,576428,12,0.484279602766037,596.4055576715398,102.16648405146456,0.0,4.0,4,7.5,1,,165.19909502262445,165.0,149.0,188.0,36509.0,6.982198084155462,0.011409233287686362,0.5337956622935434
ID576429,576429,16,0.6948335766792297,388.023591811913,126.01784675865268,0.0,4.0,4,7.5,1,,165.42986425339367,165.0,147.0,185.0,36560.0,7.282657761586642,0.02228137967060433,0.9902061885839745
ID576430,576430,13,0.6069447994232178,302.8453619834882,156.4517729426588,0.0,4.0,4,7.5,1,,161.34841628959276,160.0,143.0,196.0,35658.0,8.528074477784683,0.012652737586153132,0.4727893422673962
ID576431,576431,14,1.0100855827331543,1571.4107803939587,257.8857457605349,0.0,4.0,4,7.5,1,,169.5158371040724,167.0,145.0,233.0,37463.0,12.612979348515221,0.022072845318949007,0.5804957700876886
ID576440,576440,10,0.8853909373283386,838.9098482901222,608.472546407267,0.0,4.0,4,7.5,1,,179.1266968325792,178.0,158.0,213.0,39587.0,9.443240123998217,0.02178218286427616,0.8087463881872757
ID576441,576441,0,0.5393658876419067,803.2403620877059,719.7576418809099,0.0,4.0,4,7.5,1,,175.60180995475113,175.0,156.0,198.0,38808.0,8.133812500917529,0.011165413333475491,0.47677933693916125
ID576442,576442,1,0.8367319703102112,616.5572420568113,935.7852017397086,0.0,4.0,4,7.5,1,,176.59276018099547,174.0,153.0,212.0,39027.0,11.264455039937392,0.022409878363215795,0.6872380023845239
ID576443,576443,2,0.40108025074005127,0.0,996.0,0.0,4.0,4,7.5,1,,120.68325791855203,143.0,0.0,164.0,26671.0,49.33290567222848,0.14213026539508528,0.6088513206836631
ID576432,576432,15,0.5060803890228271,446.0381347812405,296.05091678306627,0.0,4.0,4,7.5,1,,167.87782805429865,168.0,149.0,192.0,37101.0,7.530453734206695,0.012441832988812261,0.547919149122171
ID576433,576433,3,0.8132569789886475,1025.9245620490801,395.12162816354385,0.0,4.0,4,7.5,1,,176.18099547511312,174.0,155.0,217.0,38936.0,11.204455319404191,0.016668788208146046,0.5156117951813267
ID576434,576434,4,1.3227107524871826,643.3019486006194,398.42185966702726,0.0,4.0,4,7.5,1,,182.46153846153845,183.0,156.0,223.0,40324.0,12.05535020360124,0.040532389521696854,1.1791474096528998
ID576435,576435,5,0.8707252144813538,1054.555904920383,443.7136707510711,0.0,4.0,4,7.5,1,,177.25339366515837,176.0,157.0,205.0,39173.0,8.95133559225842,0.02250946731222659,0.8718355920659552
ID576436,576436,6,0.8017483949661255,1408.322717230121,467.8486559518906,0.0,4.0,4,7.5,1,,175.39819004524887,173.0,151.0,213.0,38763.0,11.418278662664706,0.019110731222161205,0.5761166082614773
ID576437,576437,7,0.5703074336051941,1076.8414844573113,528.68581364265,0.0,4.0,4,7.5,1,,176.7420814479638,176.0,160.0,199.0,39060.0,8.199306689796158,0.012050278637114638,0.5133195798109212
ID576438,576438,8,0.8608759045600891,415.15024946954003,559.6691439085276,0.0,4.0,4,7.5,1,,174.0452488687783,173.0,151.0,202.0,38464.0,8.516173786420172,0.024438845985755814,0.9750846255346529
ID576439,576439,9,0.99114990234375,595.2338327462056,592.3470576656036,0.0,4.0,4,7.5,1,,178.63800904977376,179.0,156.0,207.0,39479.0,9.628801663376652,0.027440085622175904,0.9909701681687517
ID576460,576460,16,0.6189854145050049,390.1312958403693,126.01594075549804,0.0,5.0,5,7.5,1,,163.79185520361992,164.0,148.0,181.0,36198.0,6.9636802376089895,0.019000795578541115,0.8771638791029266
ID576461,576461,13,0.5978602766990662,302.61478820989015,156.19767437233406,0.0,5.0,5,7.5,1,,161.52036199095022,160.0,144.0,186.0,35696.0,8.34678990310339,0.014403325404324555,0.549528095307442
ID576462,576462,14,0.9307217001914978,1573.2290025828613,256.66064803119355,0.0,5.0,5,7.5,1,,167.6289592760181,165.0,150.0,219.0,37046.0,12.58165595775226,0.019547821561742826,0.5108954136524883
ID576463,576463,15,0.6077181100845337,454.0419422970393,288.8636427777553,0.0,5.0,5,7.5,1,,168.06787330316743,167.0,148.0,195.0,37143.0,7.596046190573719,0.015002144228144675,0.6540538102154223
ID576472,576472,0,0.548568844795227,801.9094026997394,717.8262107667539,0.0,5.0,5,7.5,1,,176.47963800904978,176.0,159.0,200.0,39002.0,7.873187633019459,0.011565801162062104,0.5125728298496222
ID576473,576473,1,0.7640167474746704,618.2028351554836,935.0754130075721,0.0,5.0,5,7.5,1,,177.14932126696831,176.0,156.0,210.0,39150.0,10.20340237331514,0.021288705558363413,0.7238110370220314
ID576474,576474,2,0.4393278658390045,0.0,997.0,0.0,5.0,5,7.5,1,,121.02262443438914,144.0,0.0,165.0,26746.0,49.53854729023143,0.1431468925456065,0.6118333980108289
ID576464,576464,3,0.7314015626907349,1025.8749701162335,395.42170313104833,0.0,5.0,5,7.5,1,,174.87782805429865,173.0,157.0,210.0,38648.0,10.050712629068574,0.013747946660721141,0.47192799602736485
ID576465,576465,4,1.2673091888427734,642.9966589719843,398.66311069835797,0.0,5.0,5,7.5,1,,182.48868778280544,182.0,153.0,228.0,40330.0,11.364062517718871,0.03933740863802947,1.2155743235697327
ID576466,576466,5,0.9110651016235352,1055.7060176343794,443.6323800887235,0.0,5.0,5,7.5,1,,177.0,176.0,152.0,205.0,39117.0,10.203386247177498,0.02137189724137586,0.7259690535964681
ID576467,576467,6,0.7688296437263489,1408.6516725188333,464.39633927831255,0.0,5.0,5,7.5,1,,175.02262443438914,173.0,151.0,206.0,38680.0,10.388124093018227,0.018878576232851666,0.624358266189272
ID576468,576468,7,0.5764060616493225,1078.595458115091,531.0470708389224,0.0,5.0,5,7.5,1,,176.79638009049773,177.0,154.0,200.0,39072.0,7.495403774699774,0.013390597962865443,0.623349235986825
ID576469,576469,8,0.8768730759620667,413.64378958370446,557.9559682350737,0.0,5.0,5,7.5,1,,173.710407239819,173.0,156.0,195.0,38390.0,8.587905359851465,0.02412001622430773,0.9527859086687118
ID576470,576470,9,0.954060971736908,594.8165207572922,594.4246136368216,0.0,5.0,5,7.5,1,,179.92307692307693,179.0,157.0,216.0,39763.0,9.277463482618977,0.026317101628489145,0.9945900347179744
ID576471,576471,10,0.84615159034729,842.3297030986699,608.4119793376171,0.0,5.0,5,7.5,1,,179.2760180995475,179.0,157.0,206.0,39620.0,8.896925642635216,0.022795044083717252,0.8981813927148403
ID576491,576491,12,0.48538127541542053,595.7083010927513,102.43941065135864,0.0,6.0,6,7.5,1,,165.00452488687782,165.0,149.0,189.0,36466.0,7.174131393452043,0.011199104575814198,0.5094518537203457
ID576492,576492,16,0.7324777245521545,391.98969183310203,123.46198847366965,0.0,6.0,6,7.5,1,,164.2714932126697,164.0,146.0,184.0,36304.0,7.577391733799549,0.02106660683614818,0.8945672149199759
ID576493,576493,13,0.5578915476799011,303.2728041511335,156.30963933075256,0.0,6.0,6,7.5,1,,160.8733031674208,160.0,142.0,187.0,35553.0,8.350408941724671,0.01108957005172972,0.4226017668885988
ID576494,576494,14,0.8715593814849854,1574.1531132067873,256.08968169975327,0.0,6.0,6,7.5,1,,167.0995475113122,165.0,146.0,218.0,36929.0,11.666543064123605,0.017300435813461038,0.48715918365790845
ID576495,576495,15,0.6114131212234497,457.0575571910334,287.8956086864425,0.0,6.0,6,7.5,1,,168.66968325791856,168.0,149.0,193.0,37276.0,8.405324848470123,0.016531755616232276,0.652695395270854
ID576504,576504,0,0.4961893856525421,797.865087571376,716.3251370209706,0.0,6.0,6,7.5,1,,175.80995475113122,175.0,157.0,197.0,38854.0,7.092895965666025,0.010192474622221344,0.5001789122618724
ID576505,576505,1,0.7838847637176514,617.6040444935852,933.313117217256,0.0,6.0,6,7.5,1,,176.63348416289594,175.0,157.0,212.0,39036.0,10.25876835979717,0.021186730394322305,0.7144413541320116
ID576506,576506,2,0.4471028745174408,0.0,989.0,0.0,6.0,6,7.5,1,,121.53846153846153,145.0,0.0,165.0,26860.0,49.675351628756104,0.14525760882994931,0.6206381750617028
ID576496,576496,3,0.8265385031700134,1024.9010814041405,394.8844645776504,0.0,6.0,6,7.5,1,,175.9683257918552,174.0,155.0,226.0,38889.0,11.419038783091196,0.01704550182532723,0.5165404754259346
ID576497,576497,4,1.2946451902389526,644.1147909704471,398.836581832898,0.0,6.0,6,7.5,1,,181.3891402714932,181.0,155.0,224.0,40087.0,11.699754064363837,0.03677043905102737,1.0997165348932934
ID576498,576498,5,0.9557102918624878,1055.822861026788,443.79585254917515,0.0,6.0,6,7.5,1,,177.66515837104072,176.0,148.0,212.0,39264.0,10.646643030350631,0.02325157149634643,0.7583845214979196
ID576499,576499,6,0.765712559223175,1408.2478941359163,462.455700686983,0.0,6.0,6,7.5,1,,175.23076923076923,173.0,156.0,205.0,38726.0,9.961569511521121,0.019986160296332437,0.6893625406308336
ID576500,576500,7,0.5076075792312622,1079.7627852534804,531.0838643872605,0.0,6.0,6,7.5,1,,175.7601809954751,175.0,157.0,202.0,38843.0,7.422413719379779,0.01051284757420498,0.49270146890085253
ID576501,576501,8,0.8448082208633423,412.92952532298125,557.2449324930539,0.0,6.0,6,7.5,1,,173.35294117647058,173.0,148.0,197.0,38311.0,8.645143299783804,0.02263163466400467,0.887535461279461
ID576502,576502,9,0.642094075679779,592.6294919204936,595.6465035993627,0.0,6.0,6,7.5,1,,176.2714932126697,176.0,155.0,196.0,38956.0,7.835151100022323,0.019094223158437992,0.8430481061899313
ID576503,576503,10,0.784417986869812,843.7727553474211,609.2516603479293,0.0,6.0,6,7.5,1,,178.30316742081448,178.0,158.0,204.0,39405.0,8.622562312383355,0.020366487309124836,0.8254915972340873
ID576392,576392,0,0.5580093860626221,793.6911858530618,717.0239982916729,0.0,7.0,7,7.5,1,,176.07692307692307,177.0,159.0,198.0,38913.0,7.693471939866324,0.011235278171029251,0.5085593920623821
ID576393,576393,1,0.8483067154884338,616.4623811839967,931.1470002723102,0.0,7.0,7,7.5,1,,178.13122171945702,177.0,151.0,205.0,39367.0,10.300307711673586,0.025380437211617892,0.8561185649362665
ID576394,576394,2,0.5065519213676453,0.0,982.0,0.0,7.0,7,7.5,1,,123.09502262443439,146.0,0.0,169.0,27204.0,50.30836748245254,0.1502577080583559,0.6392516702184176
ID576384,576384,15,0.564479649066925,456.23585563955237,287.7574012984219,0.0,7.0,7,7.5,1,,168.3710407239819,168.0,149.0,191.0,37210.0,8.380598443763231,0.014356900921709003,0.5687118469008305
ID576385,576385,3,0.7609265446662903,1025.6822119050744,395.15612861898006,0.0,7.0,7,7.5,1,,175.5656108597285,174.0,157.0,217.0,38800.0,10.672031978820732,0.015176206391411895,0.49186296515155054
ID576386,576386,4,1.45119047164917,649.7739110276185,399.9442118997188,0.0,7.0,7,7.5,1,,182.28506787330318,180.0,157.0,227.0,40285.0,12.971128906498791,0.039888580433053225,1.0781149947247404
ID576387,576387,5,0.9722017049789429,1056.6974306083803,444.90135119610335,0.0,7.0,7,7.5,1,,177.59276018099547,176.0,154.0,213.0,39248.0,10.009847064559073,0.024719730509306315,0.8559855711339358
ID576388,576388,6,0.8278666138648987,1410.337681173056,463.8403981390902,0.0,7.0,7,7.5,1,,175.4343891402715,174.0,156.0,215.0,38771.0,9.72445339490604,0.02006862150658768,0.7098517858514202
ID576389,576389,8,0.9282935857772827,414.56840023741916,558.0877402258236,0.0,7.0,7,7.5,1,,173.94117647058823,173.0,150.0,199.0,38441.0,9.383795339480821,0.026295031515689883,0.9498506862266402
ID576390,576390,9,0.4714992344379425,591.6483726905307,598.2238987010527,0.0,7.0,7,7.5,1,,174.14027149321268,174.0,154.0,193.0,38485.0,7.651693687648036,0.011090806444245477,0.4992804964801053
ID576391,576391,10,0.7752513289451599,847.4568926094423,611.5840090578902,0.0,7.0,7,7.5,1,,178.57013574660633,178.0,159.0,202.0,39464.0,8.193723455938589,0.019641302608534784,0.8396153889060969
ID576379,576379,12,0.5222976207733154,596.4852027101351,102.28906183117894,0.0,7.0,7,7.5,1,,165.12217194570135,165.0,143.0,195.0,36492.0,8.098176382109422,0.011257588062781014,0.45397476869225006
ID576380,576380,16,1.0542391538619995,394.7029591140659,122.1270982325339,0.0,7.0,7,7.5,1,,168.08597285067873,168.0,145.0,200.0,37147.0,9.562561114679834,0.03199825481858541,1.0900202689517977
ID576381,576381,13,0.6118655204772949,302.18405493667757,155.71522841886247,0.0,7.0,7,7.5,1,,161.06334841628959,160.0,142.0,194.0,35595.0,9.261139023353039,0.013081545308681022,0.449135063403622
ID576382,576382,,0.4434051513671875,1060.2242615836828,200.59847231661755,0.0,7.0,7,7.5,1,,171.74660633484163,172.0,153.0,191.0,37956.0,6.582970438512033,0.011548166624066167,0.5956933190411189
ID576383,576383,14,0.9367780685424805,1574.3167376432123,255.5700267583299,0.0,7.0,7,7.5,1,,168.289592760181,166.0,150.0,218.0,37192.0,11.94408679551754,0.0203821020601586,0.5628859961291084
ID576544,576544,5,0.8921530842781067,1059.4309889994588,444.5568700387788,0.0,8.0,8,7.5,1,,177.42986425339367,176.0,159.0,207.0,39212.0,9.168166986403552,0.02197661273531726,0.8323270306659255
ID576545,576545,6,0.7157225608825684,1413.4885573426734,462.2252154277463,0.0,8.0,8,7.5,1,,174.5656108597285,174.0,155.0,207.0,38579.0,8.82359920444082,0.017110466649090474,0.6656357605709086
